id,valeur_NO2,valeur_CO,valeur_O3,valeur_PM10,valeur_PM25
2020-03-11 01:00:00,7.3,0.154,64.2622641509434,6.4,3.2
2020-03-11 02:00:00,7.3,0.1269294557534047,64.43396226415094,6.8,3.7
2020-03-11 03:00:00,8.0,0.165,64.60566037735849,5.3,0.8
2020-03-11 04:00:00,9.7,0.171,64.77735849056603,4.9,2.3
2020-03-11 05:00:00,18.4,0.186,64.94905660377358,6.4,2.2
2020-03-11 06:00:00,27.7,0.205,65.12075471698112,8.4,3.2
2020-03-11 07:00:00,25.3,0.217,65.29245283018868,9.4,3.2
2020-03-11 08:00:00,22.8,0.222,65.46415094339622,15.1,3.3
2020-03-11 09:00:00,22.9,0.217,65.63584905660377,15.5,2.7
2020-03-11 10:00:00,16.9,0.188,65.80754716981131,15.1,3.7
2020-03-11 11:00:00,12.3,0.207,65.97924528301887,14.3,5.5
2020-03-11 12:00:00,14.2,0.193,66.15094339622641,12.8,6.1
2020-03-11 13:00:00,17.5,0.198,66.32264150943396,13.3,4.0
2020-03-11 14:00:00,16.7,0.194,66.4943396226415,15.6,2.4
2020-03-11 15:00:00,17.4,0.189,66.66603773584905,13.7,5.4
2020-03-11 16:00:00,16.6,0.184,66.8377358490566,13.1,5.0
2020-03-11 17:00:00,26.0,0.224,67.00943396226415,12.0,5.0
2020-03-11 18:00:00,39.8,0.304,67.1811320754717,16.7,8.4
2020-03-11 19:00:00,32.4,0.268,67.35283018867923,18.8,7.9
2020-03-11 20:00:00,16.6,0.183,67.52452830188679,15.2,5.5
2020-03-11 21:00:00,11.1,0.177,67.69622641509433,14.9,4.8
2020-03-11 22:00:00,12.2,0.181,67.86792452830188,12.1,3.7
2020-03-11 23:00:00,9.5,0.162,68.03962264150942,11.9,4.0
2020-03-12 00:00:00,8.5,0.136,68.21132075471698,10.6,3.9
2020-03-12 01:00:00,6.8,0.136,68.38301886792452,7.3,3.8677980517896042
2020-03-12 02:00:00,6.1,0.11308872002911721,68.55471698113207,7.1,3.0032027419753975
2020-03-12 03:00:00,5.4,0.128,68.72641509433961,6.4,3.229856211188058
2020-03-12 04:00:00,6.2,0.135,68.89811320754717,9.6,5.199250916998821
2020-03-12 05:00:00,15.5,0.149,69.06981132075471,6.0,2.6063074292142385
2020-03-12 06:00:00,26.4,0.174,69.24150943396226,4.3,1.3019934698728237
2020-03-12 07:00:00,27.6,0.186,69.4132075471698,10.0,2.1
2020-03-12 08:00:00,27.9,0.199,69.58490566037736,16.6,5.1
2020-03-12 09:00:00,22.5,0.12953860014014026,69.7566037735849,24.4,6.1
2020-03-12 10:00:00,21.0,0.16171783272774093,69.92830188679244,16.7,6.2
2020-03-12 11:00:00,17.9,0.14769040539983286,70.1,13.2,4.5
2020-03-12 12:00:00,16.4,0.1552587244893889,69.1,13.5,5.9
2020-03-12 13:00:00,12.2,0.17547256607540657,75.9,23.5,13.829239695740723
2020-03-12 14:00:00,14.4,0.1842222944335017,73.9,22.8,13.498975178208424
2020-03-12 15:00:00,13.9,0.178577290518743,72.3,21.2,12.447872931407373
2020-03-12 16:00:00,16.2,0.1336256078965838,69.2,15.8,5.0
2020-03-12 17:00:00,18.1,0.13640577028249276,63.8,12.8,3.2
2020-03-12 18:00:00,31.7,0.20280935658224142,52.4,15.4,5.4
2020-03-12 19:00:00,19.9,0.16670690911432234,58.4,17.2,7.3
2020-03-12 20:00:00,17.6,0.17095286222155345,61.7,12.6,6.5
2020-03-12 21:00:00,13.0,0.12316063808666053,66.7,15.5,5.1
2020-03-12 22:00:00,12.5,0.11553037151176192,66.1,18.0,5.7
2020-03-12 23:00:00,11.6,0.09145531001265543,66.7,19.1,4.3
2020-03-13 00:00:00,9.0,0.07776557264498046,68.3,23.1,5.8
2020-03-13 01:00:00,7.1,0.07422387035249825,68.8,23.8,6.5
2020-03-13 02:00:00,7.2,0.09687810885654968,67.4,18.3,6.1
2020-03-13 03:00:00,7.4,0.08837830392015737,67.2,17.1,4.7
2020-03-13 04:00:00,10.0,0.07844494676160363,63.5,23.8,5.8
2020-03-13 05:00:00,19.8,0.10485598452072592,53.4,25.9,5.5
2020-03-13 06:00:00,32.6,0.1893629959138301,40.5,17.6,4.8
2020-03-13 07:00:00,34.8,0.17644782885083876,37.2,21.9,4.7
2020-03-13 08:00:00,25.8,0.13232043692696768,49.1,22.8,4.4
2020-03-13 09:00:00,20.0,0.1162244598289345,55.7,29.3,8.0
2020-03-13 10:00:00,15.6,0.04249234658716551,62.6,32.6,4.3
2020-03-13 11:00:00,13.0,0.11052468017534216,67.1,27.5,9.3
2020-03-13 12:00:00,10.9,0.15905224674260077,72.3,13.9,8.5
2020-03-13 13:00:00,12.1,0.1618404893636185,71.5,18.8,10.5
2020-03-13 14:00:00,11.0,0.0976607499948215,73.5,15.3,3.4
2020-03-13 15:00:00,12.8,0.1106131151214958,70.5,18.6,5.4
2020-03-13 16:00:00,15.8,0.10504506552228562,68.0,18.7,3.8
2020-03-13 17:00:00,19.0,0.1357263419291571,63.9,20.4,6.2
2020-03-13 18:00:00,25.9,0.1700216139074881,55.9,19.1,6.2
2020-03-13 19:00:00,35.7,0.23497232962772024,46.0,19.7,8.8
2020-03-13 20:00:00,44.0,0.2583257975266451,38.9,24.3,9.9
2020-03-13 21:00:00,37.5,0.2212468328473896,43.5,28.3,10.7
2020-03-13 22:00:00,35.2,0.19227927378119722,45.5,30.8,10.0
2020-03-13 23:00:00,20.6,0.1457910831358971,59.5,24.8,8.5
2020-03-14 00:00:00,19.5,0.19797869624419318,50.7,12.4,8.2
2020-03-14 01:00:00,26.1,0.19410475564170335,44.2,25.9,11.4
2020-03-14 02:00:00,26.4,0.22402400945781892,47.5,17.5,10.3
2020-03-14 03:00:00,12.6,0.16325269520266966,64.0,15.8,9.1
2020-03-14 04:00:00,19.2,0.19310969274379797,57.1,6.9,5.4
2020-03-14 05:00:00,30.7,0.23906387790273642,47.8,7.5,5.6
2020-03-14 06:00:00,39.2,0.2808957767938785,38.8,10.9,7.8
2020-03-14 07:00:00,38.3,0.19517998233595446,41.6,19.4,4.0
2020-03-14 08:00:00,31.1,0.20159585910431102,45.3,14.7,5.2
2020-03-14 09:00:00,26.4,0.17147747788112505,48.5,21.9,7.4
2020-03-14 10:00:00,20.8,0.17519116354114597,53.6,16.2,7.3
2020-03-14 11:00:00,19.0,0.18440891388775882,55.3,16.8,9.1
2020-03-14 12:00:00,17.3,0.19853183679185155,55.5,12.0,8.9
2020-03-14 13:00:00,17.7,0.15317049333555144,54.9,18.6,7.5
2020-03-14 14:00:00,17.7,0.1853789710281925,56.6,16.4,9.5
2020-03-14 15:00:00,20.5,0.19413710261428901,53.9,15.6,8.9
2020-03-14 16:00:00,23.7,0.16654538941536395,50.9,17.3,5.9
2020-03-14 17:00:00,34.0,0.22671207930609266,38.7,17.3,7.6
2020-03-14 18:00:00,44.0,0.2893506140040037,28.5,18.1,10.0
2020-03-14 19:00:00,39.7,0.2794887214340488,31.2,23.9,13.3
2020-03-14 20:00:00,30.6,0.23753567581493024,39.9,26.5,14.0
2020-03-14 21:00:00,34.1,0.2448499636219431,31.0,24.8,12.6
2020-03-14 22:00:00,37.6,0.28468171089768485,25.1,22.4,13.9
2020-03-14 23:00:00,36.6,0.2919869719042648,24.5,19.6,13.7
2020-03-15 00:00:00,32.4,0.21900605277543428,27.6,24.7,10.8
2020-03-15 01:00:00,30.3,0.23760976136977158,28.1,20.2,11.3
2020-03-15 02:00:00,21.293956855856432,0.17309794928202066,34.2,20.4,8.8
2020-03-15 03:00:00,18.4,0.17300886427775075,40.0,12.4,6.3
2020-03-15 04:00:00,16.2,0.18384847517729855,40.8,9.2,6.7
2020-03-15 05:00:00,16.5,0.15832784126147745,40.1,16.3,7.4
2020-03-15 06:00:00,17.2,0.10759668328442587,50.3,22.7,5.3
2020-03-15 07:00:00,19.4,0.11386634571198109,52.2,19.9,3.8
2020-03-15 08:00:00,13.2,0.14901896196271472,54.1,15.9,7.6
2020-03-15 09:00:00,9.0,0.12506864114483324,61.2,14.2,6.2
2020-03-15 10:00:00,8.7,0.11317238467127462,65.4,14.4,5.3
2020-03-15 11:00:00,7.9,0.08992547835912276,72.1,17.2,4.7
2020-03-15 12:00:00,7.6,0.12651595160069934,73.6,12.5,6.1
2020-03-15 13:00:00,7.9,0.11470179727885776,74.8,11.4,4.4
2020-03-15 14:00:00,8.0,0.09953885315211315,77.6,14.4,4.3
2020-03-15 15:00:00,10.2,0.10623063688837758,76.0,13.3,3.6
2020-03-15 16:00:00,12.1,0.13595859838111993,74.1,11.2,4.7
2020-03-15 17:00:00,19.3,0.18743263448611014,65.4,9.5,6.0
2020-03-15 18:00:00,34.6,0.2181307091388785,45.0,16.9,6.4
2020-03-15 19:00:00,70.2,0.3867285991874983,11.2,18.4,9.3
2020-03-15 20:00:00,79.5,0.45313464196047215,4.5,22.3,13.7
2020-03-15 21:00:00,71.5,0.3960496259572804,15.2,26.5,13.3
2020-03-15 22:00:00,76.8,0.4363671800662253,10.3,27.3,15.4
2020-03-15 23:00:00,46.7,0.31052190991599954,34.5,24.7,13.9
2020-03-16 00:00:00,40.6,0.27079821533189075,35.9,20.2,10.5
2020-03-16 01:00:00,22.03750027626095,0.2104233739546501,36.20666666666666,18.361671969143284,11.066768391703164
2020-03-16 02:00:00,22.03750027626095,0.2104233739546501,36.513333333333335,18.361671969143284,11.066768391703164
2020-03-16 03:00:00,22.03750027626095,0.2104233739546501,36.82,18.361671969143284,11.066768391703164
2020-03-16 04:00:00,22.03750027626095,0.2104233739546501,37.126666666666665,18.361671969143284,11.066768391703164
2020-03-16 05:00:00,22.03750027626095,0.2104233739546501,37.43333333333333,18.361671969143284,11.066768391703164
2020-03-16 06:00:00,22.03750027626095,0.2104233739546501,37.74,18.361671969143284,11.066768391703164
2020-03-16 07:00:00,22.03750027626095,0.2104233739546501,38.04666666666667,18.361671969143284,11.066768391703164
2020-03-16 08:00:00,22.03750027626095,0.2104233739546501,38.35333333333333,18.361671969143284,11.066768391703164
2020-03-16 09:00:00,22.03750027626095,0.2104233739546501,38.66,18.361671969143284,11.066768391703164
2020-03-16 10:00:00,22.03750027626095,0.2104233739546501,38.96666666666667,18.361671969143284,11.066768391703164
2020-03-16 11:00:00,22.03750027626095,0.2104233739546501,39.27333333333333,18.361671969143284,11.066768391703164
2020-03-16 12:00:00,22.03750027626095,0.2104233739546501,39.58,18.361671969143284,11.066768391703164
2020-03-16 13:00:00,22.03750027626095,0.2104233739546501,39.88666666666666,18.361671969143284,11.066768391703164
2020-03-16 14:00:00,22.03750027626095,0.2104233739546501,40.193333333333335,18.361671969143284,11.066768391703164
2020-03-16 15:00:00,38.1,0.172,40.5,23.6,12.4
2020-03-16 16:00:00,35.8,0.177,46.0,21.0,8.7
2020-03-16 17:00:00,29.5,0.177,50.2,19.1,10.1
2020-03-16 18:00:00,25.7,0.173,50.0,17.0,11.3
2020-03-16 19:00:00,29.4,0.183,42.5,20.1,14.8
2020-03-16 20:00:00,36.2,0.208,33.6,22.8,16.6
2020-03-16 21:00:00,39.6,0.215,31.5,22.8,19.2
2020-03-16 22:00:00,36.1,0.201,35.3,23.4,18.5
2020-03-16 23:00:00,19.5,0.196,47.6,24.0,15.1
2020-03-17 00:00:00,21.2,0.166,44.1,25.4,16.5
2020-03-17 01:00:00,23.5,0.178,37.6,26.6,15.6
2020-03-17 02:00:00,16.8,0.21828471194530508,46.6,23.8,16.2
2020-03-17 03:00:00,16.7,0.142,46.5,20.8,11.2
2020-03-17 04:00:00,22.6,0.155,40.5,22.5,13.6
2020-03-17 05:00:00,37.8,0.191,23.2,21.4,10.8
2020-03-17 06:00:00,63.5,0.236,4.2,26.3,13.5
2020-03-17 07:00:00,54.7,0.243,11.4,31.5,15.3
2020-03-17 08:00:00,56.4,0.261,11.7,32.1,15.8
2020-03-17 09:00:00,55.3,0.254,15.1,36.9,18.5
2020-03-17 10:00:00,53.1,0.27,19.2,38.5,16.6
2020-03-17 11:00:00,47.7,0.267,28.8,41.1,18.9
2020-03-17 12:00:00,49.1,0.244,28.5,41.1,24.9
2020-03-17 13:00:00,47.7,0.231,31.0,40.4,23.5
2020-03-17 14:00:00,46.2,0.242,34.5,38.5,23.0
2020-03-17 15:00:00,52.4,0.258,28.3,37.6,24.5
2020-03-17 16:00:00,59.1,0.267,22.8,42.3,26.6
2020-03-17 17:00:00,67.3,0.277,14.1,42.7,26.0
2020-03-17 18:00:00,79.4,0.311,2.5,46.1,26.6
2020-03-17 19:00:00,81.1,0.361,1.7,43.6,24.4
2020-03-17 20:00:00,80.9,0.429,1.9,46.8,27.8
2020-03-17 21:00:00,74.8,0.481,1.5,48.3,30.2
2020-03-17 22:00:00,72.5,0.483,1.6,50.5,32.1
2020-03-17 23:00:00,67.2,0.324,3.4,53.3,34.4
2020-03-18 00:00:00,58.8,0.298,8.1,49.0,33.7
2020-03-18 01:00:00,63.8,0.372,1.7,50.7,36.6
2020-03-18 02:00:00,59.9,0.49315336777891605,1.5,52.5,38.3
2020-03-18 03:00:00,54.1,0.302,5.1,49.8,37.2
2020-03-18 04:00:00,58.4,0.363,4.5,46.9,37.6
2020-03-18 05:00:00,55.7,0.345,5.3,46.6,33.9
2020-03-18 06:00:00,54.8,0.344,9.5,43.2,32.7
2020-03-18 07:00:00,44.6,0.275,21.9,42.2,30.6
2020-03-18 08:00:00,45.8,0.3,23.9,42.4,28.2
2020-03-18 09:00:00,51.1,0.336,19.8,49.0,31.9
2020-03-18 10:00:00,43.4,0.256,35.3,52.8,34.3
2020-03-18 11:00:00,19.3,0.163,62.3,36.0,22.8
2020-03-18 12:00:00,14.6,0.137,69.2,26.4,15.6
2020-03-18 13:00:00,14.2,0.137,70.1,26.2,16.7
2020-03-18 14:00:00,12.9,0.124,75.0,24.9,15.9
2020-03-18 15:00:00,9.9,0.095,81.7,22.2,13.5
2020-03-18 16:00:00,10.8,0.093,81.6,21.1,11.1
2020-03-18 17:00:00,14.1,0.101,77.4,19.8,8.8
2020-03-18 18:00:00,19.0,0.173,67.9,19.3,9.3
2020-03-18 19:00:00,34.8,0.211,45.0,20.1,9.4
2020-03-18 20:00:00,62.1,0.284,16.4,22.3,13.9
2020-03-18 21:00:00,79.1,0.366,2.5,29.8,18.0
2020-03-18 22:00:00,77.5,0.375,3.3,33.9,20.2
2020-03-18 23:00:00,78.2,0.461,2.0,34.8,22.9
2020-03-19 00:00:00,75.4,0.491,1.8,40.9,26.0
2020-03-19 01:00:00,63.2,0.335,9.6,47.4,32.1
2020-03-19 02:00:00,33.6,0.3620552989617715,31.7,41.0,30.9
2020-03-19 03:00:00,35.5,0.223,21.8,34.3,25.8
2020-03-19 04:00:00,42.4,0.222,15.7,36.3,26.1
2020-03-19 05:00:00,41.8,0.189,19.7,38.5,27.2
2020-03-19 06:00:00,42.2,0.18,18.5,37.7,24.0
2020-03-19 07:00:00,43.5,0.213,19.0,36.4,25.5
2020-03-19 08:00:00,46.0,0.259,22.5,41.9,30.1
2020-03-19 09:00:00,31.8,0.166,41.1,40.3,27.2
2020-03-19 10:00:00,28.2,0.178,48.7,34.9,24.1
2020-03-19 11:00:00,29.0,0.178,55.2,36.7,23.7
2020-03-19 12:00:00,16.1,0.112,72.3,31.3,19.7
2020-03-19 13:00:00,9.7,0.098,85.5,23.5,16.4
2020-03-19 14:00:00,8.8,0.09,89.6,24.1,13.4
2020-03-19 15:00:00,9.8,0.073,90.9,25.6,13.0
2020-03-19 16:00:00,11.8,0.088,85.8,24.5,12.4
2020-03-19 17:00:00,15.4,0.115,77.3,25.8,13.5
2020-03-19 18:00:00,22.8,0.157,65.4,25.7,14.2
2020-03-19 19:00:00,41.5,0.219,40.1,31.3,17.5
2020-03-19 20:00:00,35.3,0.185,40.2,36.5,22.4
2020-03-19 21:00:00,35.0,0.182,34.2,37.4,24.0
2020-03-19 22:00:00,42.4,0.172,30.8,34.2,23.9
2020-03-19 23:00:00,33.3,0.166,40.0,36.3,23.1
2020-03-20 00:00:00,31.2,0.173,39.7,33.3,22.9
2020-03-20 01:00:00,26.5,0.19,35.8,33.6,23.6
2020-03-20 02:00:00,22.0,0.29581819192550357,32.4,39.6,28.5
2020-03-20 03:00:00,24.6,0.193,25.0,42.9,33.7
2020-03-20 04:00:00,24.9,0.211,20.5,45.5,34.1
2020-03-20 05:00:00,28.0,0.222,14.0,45.3,33.4
2020-03-20 06:00:00,26.7,0.238,12.6,52.6,39.1
2020-03-20 07:00:00,29.8,0.242,12.8,56.7,44.2
2020-03-20 08:00:00,22.2,0.222,24.9,53.8,42.1
2020-03-20 09:00:00,17.8,0.201,34.0,53.8,40.8
2020-03-20 10:00:00,13.6,0.185,39.5,51.5,38.8
2020-03-20 11:00:00,13.0,0.179,39.8,52.3,40.8
2020-03-20 12:00:00,11.3,0.173,42.3,52.3,37.2
2020-03-20 13:00:00,11.3,0.178,40.8,49.4,37.1
2020-03-20 14:00:00,12.1,0.182,35.9,52.1,40.8
2020-03-20 15:00:00,13.9,0.17,32.2,53.1,43.6
2020-03-20 16:00:00,17.4,0.169,27.3,59.7,43.4
2020-03-20 17:00:00,18.8,0.153,27.6,57.2,41.6
2020-03-20 18:00:00,18.4,0.151,32.4,47.5,35.2
2020-03-20 19:00:00,18.1,0.156,34.2,43.5,31.4
2020-03-20 20:00:00,16.1,0.138,37.1,42.2,28.0
2020-03-20 21:00:00,14.7,0.128,39.9,36.0,24.5
2020-03-20 22:00:00,13.0,0.123,41.7,32.0,22.8
2020-03-20 23:00:00,12.1,0.096,43.2,29.5,19.2
2020-03-21 00:00:00,10.4,0.085,45.5,25.4,16.9
2020-03-21 01:00:00,8.7,0.08,49.4,21.5,14.6
2020-03-21 02:00:00,8.3,0.18137407304210668,48.4,16.7,12.8
2020-03-21 03:00:00,9.6,0.092,44.2,14.9,12.0
2020-03-21 04:00:00,9.7,0.099,42.6,12.6,10.2
2020-03-21 05:00:00,11.2,0.097,41.0,12.7,10.4
2020-03-21 06:00:00,12.6,0.098,37.9,13.9,10.8
2020-03-21 07:00:00,11.6,0.092,38.6,13.2,9.5
2020-03-21 08:00:00,10.0,0.078,39.1,11.8,8.3
2020-03-21 09:00:00,9.1,0.078,42.0,9.7,5.8
2020-03-21 10:00:00,7.7,0.069,48.5,11.0,4.3
2020-03-21 11:00:00,7.4,0.068,50.4,14.4,4.1
2020-03-21 12:00:00,6.4,0.074,53.3,7.2,3.3
2020-03-21 13:00:00,6.2,0.069,57.8,4.9,4.6
2020-03-21 14:00:00,7.1,0.066,58.3,11.2,5.6
2020-03-21 15:00:00,7.8,0.061,55.4,12.4,5.4
2020-03-21 16:00:00,8.2,0.066,54.7,11.1,4.9
2020-03-21 17:00:00,9.7,0.075,51.4,8.4,6.6
2020-03-21 18:00:00,10.4,0.084,50.0,6.3,1.001013749265936
2020-03-21 19:00:00,11.5,0.09,50.2,6.0,0.9231307809862717
2020-03-21 20:00:00,10.6,0.084,48.1,6.4,1.0345083502082346
2020-03-21 21:00:00,9.7,0.084,48.5,6.9,1.420259994985968
2020-03-21 22:00:00,8.2,0.07,51.9,6.6,0.9147315275823011
2020-03-21 23:00:00,8.1,0.148,50.9,3.9,2.2342308634188957
2020-03-22 00:00:00,7.3,0.138,52.6,4.4,2.2453228659542415
2020-03-22 01:00:00,6.0,0.135,53.1,5.9,3.13278951977749
2020-03-22 02:00:00,18.160234091031942,0.19171637921447515,51.5,11.9,7.9
2020-03-22 03:00:00,6.6,0.137,50.0,7.2,8.2
2020-03-22 04:00:00,7.7,0.138,47.8,10.8,7.1
2020-03-22 05:00:00,8.1,0.137,46.5,10.7,6.5
2020-03-22 06:00:00,8.6,0.135,45.9,10.8,7.5
2020-03-22 07:00:00,9.1,0.139,45.9,10.7,7.8
2020-03-22 08:00:00,6.3,0.128,51.1,10.9,7.8
2020-03-22 09:00:00,5.0,0.127,53.5,11.5,7.8
2020-03-22 10:00:00,5.1,0.129,55.7,9.4,6.0
2020-03-22 11:00:00,4.9,0.137,58.6,8.9,8.5
2020-03-22 12:00:00,4.9,0.138,59.6,10.8,12.2
2020-03-22 13:00:00,6.3,0.138,60.8,11.7,11.2
2020-03-22 14:00:00,6.6,0.138,63.3,13.5,10.9
2020-03-22 15:00:00,6.6,0.13,70.3,14.0,10.5
2020-03-22 16:00:00,6.5,0.122,73.9,18.6,8.8
2020-03-22 17:00:00,8.5,0.121,76.2,20.6,9.6
2020-03-22 18:00:00,9.9,0.123,74.3,16.6,9.2
2020-03-22 19:00:00,9.5,0.108,74.3,9.1,7.7
2020-03-22 20:00:00,7.3,0.095,77.2,16.0,5.1
2020-03-22 21:00:00,6.9,0.094,78.0,19.4,4.4
2020-03-22 22:00:00,7.3,0.094,75.6,13.4,6.1
2020-03-22 23:00:00,7.7,0.072,74.6,10.3,5.6
2020-03-23 00:00:00,7.8,0.074,71.8,10.6,5.1
2020-03-23 01:00:00,7.6,0.07,70.1,9.0,4.8
2020-03-23 02:00:00,7.1,0.15201649448837906,69.2,6.8,6.1
2020-03-23 03:00:00,8.0,0.069,66.8,8.0,6.6
2020-03-23 04:00:00,8.9,0.069,64.5,8.8,6.2
2020-03-23 05:00:00,10.8,0.076,61.6,8.4,5.0
2020-03-23 06:00:00,11.8,0.077,60.6,9.6,6.1
2020-03-23 07:00:00,10.6,0.075,62.2,9.7,6.9
2020-03-23 08:00:00,9.1,0.071,65.1,11.7,6.0
2020-03-23 09:00:00,8.3,0.069,68.0,12.5,7.0
2020-03-23 10:00:00,6.9,0.065,71.2,10.8,7.5
2020-03-23 11:00:00,6.3,0.067,74.1,8.5,6.7
2020-03-23 12:00:00,6.3,0.067,75.2,11.1,8.3
2020-03-23 13:00:00,6.6,0.07,77.4,10.2,7.0
2020-03-23 14:00:00,6.3,0.065,80.2,14.9,8.3
2020-03-23 15:00:00,6.7,0.068,81.4,13.9,6.8
2020-03-23 16:00:00,8.3,0.081,79.5,13.8,7.8
2020-03-23 17:00:00,11.3,0.094,76.5,14.4,10.3
2020-03-23 18:00:00,14.7,0.104,70.5,13.0,11.3
2020-03-23 19:00:00,15.0,0.109,68.0,17.3,11.9
2020-03-23 20:00:00,14.3,0.111,64.5,17.3,12.8
2020-03-23 21:00:00,16.2,0.098,60.4,18.2,10.5
2020-03-23 22:00:00,16.7,0.088,59.1,15.6,8.6
2020-03-23 23:00:00,16.3,0.108,58.7,16.9,9.4
2020-03-24 00:00:00,14.6,0.119,59.2,13.5,8.8
2020-03-24 01:00:00,12.9,0.116,57.3,12.4,9.7
2020-03-24 02:00:00,15.4,0.1917527461879362,54.4,12.7,9.3
2020-03-24 03:00:00,16.0,0.108,54.1,12.8,9.7
2020-03-24 04:00:00,17.8,0.103,51.5,15.5,11.1
2020-03-24 05:00:00,22.1,0.108,46.9,14.7,9.9
2020-03-24 06:00:00,22.7,0.117,47.8,12.3,6.6
2020-03-24 07:00:00,20.6,0.115,51.6,13.0,9.9
2020-03-24 08:00:00,15.1,0.093,60.1,14.0,10.1
2020-03-24 09:00:00,12.3,0.092,63.8,14.0,10.0
2020-03-24 10:00:00,10.0,0.086,70.0,14.4,8.3
2020-03-24 11:00:00,9.2,0.082,75.0,15.3,7.2
2020-03-24 12:00:00,7.3,0.073,83.1,13.8,9.1
2020-03-24 13:00:00,6.7,0.073,85.6,14.6,10.9
2020-03-24 14:00:00,7.1,0.078,88.4,16.7,6.4
2020-03-24 15:00:00,7.9,0.08,89.4,13.0,8.3
2020-03-24 16:00:00,8.8,0.087,89.2,11.7,9.8
2020-03-24 17:00:00,10.9,0.092,84.5,9.8,10.6
2020-03-24 18:00:00,15.6,0.108,77.7,12.7,10.7
2020-03-24 19:00:00,16.9,0.123,74.1,16.9,11.7
2020-03-24 20:00:00,16.2,0.124,71.3,20.1,11.8
2020-03-24 21:00:00,13.2,0.115,70.2,18.3,12.3
2020-03-24 22:00:00,11.6,0.113,67.7,20.8,10.8
2020-03-24 23:00:00,11.2,0.157,66.9,18.3,11.6
2020-03-25 00:00:00,12.4,0.161,64.5,16.7,14.0
2020-03-25 01:00:00,12.4,0.162,63.5,16.3,13.6
2020-03-25 02:00:00,12.4,0.19282165710791194,62.1,18.0,12.9
2020-03-25 03:00:00,13.5,0.166,60.2,18.8,13.2
2020-03-25 04:00:00,14.5,0.168,58.9,19.6,11.9
2020-03-25 05:00:00,20.6,0.187,51.2,21.1,13.2
2020-03-25 06:00:00,43.3,0.229,29.0,21.6,14.4
2020-03-25 07:00:00,33.4,0.211,42.9,23.3,15.6
2020-03-25 08:00:00,18.4,0.182,59.6,22.0,18.1
2020-03-25 09:00:00,18.6,0.191,59.8,23.8,16.2
2020-03-25 10:00:00,13.8,0.185,67.6,28.9,18.6
2020-03-25 11:00:00,11.4,0.175,72.8,28.4,18.6
2020-03-25 12:00:00,9.2,0.169,79.0,25.4,16.3
2020-03-25 13:00:00,9.8,0.166,79.7,24.2,15.7
2020-03-25 14:00:00,8.3,0.15,88.1,24.1,14.3
2020-03-25 15:00:00,8.3,0.155,106.5,14.8,18.4
2020-03-25 16:00:00,9.9,0.151,106.2,24.9,14.4
2020-03-25 17:00:00,11.6,0.156,105.9,24.4,13.5
2020-03-25 18:00:00,19.9,0.2,71.3,26.5,14.6
2020-03-25 19:00:00,24.4,0.216,61.7,30.2,24.4
2020-03-25 20:00:00,22.9,0.223,52.7,34.4,25.0
2020-03-25 21:00:00,27.8,0.239,49.4,36.6,26.2
2020-03-25 22:00:00,22.5,0.218,59.8,35.3,21.5
2020-03-25 23:00:00,23.9,0.197,58.4,29.8,18.8
2020-03-26 00:00:00,19.3,0.177,61.8,27.2,16.5
2020-03-26 01:00:00,19.0,0.159,62.0,24.0,16.6
2020-03-26 02:00:00,21.0,0.2158006654303909,53.6,23.6,14.3
2020-03-26 03:00:00,24.7,0.164,51.7,23.3,15.8
2020-03-26 04:00:00,25.3,0.165,55.4,24.5,15.0
2020-03-26 05:00:00,25.3,0.164,55.2,25.0,13.9
2020-03-26 06:00:00,26.4,0.167,56.5,24.9,17.4
2020-03-26 07:00:00,21.7,0.166,62.3,26.6,17.6
2020-03-26 08:00:00,13.4,0.163,72.0,28.8,16.231458954540003
2020-03-26 09:00:00,9.3,0.149,76.7,28.6,18.6
2020-03-26 10:00:00,8.4,0.148,78.6,27.4,17.0
2020-03-26 11:00:00,7.4,0.142,82.2,24.2,16.4
2020-03-26 12:00:00,7.1,0.145,85.7,25.5,11.9
2020-03-26 13:00:00,7.1,0.143,88.5,24.2,12.7
2020-03-26 14:00:00,7.2,0.142,90.1,26.7,13.6
2020-03-26 15:00:00,7.5,0.141,90.7,26.1,12.1
2020-03-26 16:00:00,8.0,0.139,92.3,23.0,13.6
2020-03-26 17:00:00,9.3,0.146,92.4,18.9,10.6
2020-03-26 18:00:00,14.8,0.172,82.5,23.0,12.1
2020-03-26 19:00:00,22.1,0.199,72.7,21.3,16.1
2020-03-26 20:00:00,28.7,0.205,62.1,24.4,16.4
2020-03-26 21:00:00,35.2,0.223,57.4,27.4,18.0
2020-03-26 22:00:00,30.2,0.223,58.5,26.9,19.3
2020-03-26 23:00:00,24.7,0.213,56.0,32.5,21.7
2020-03-27 00:00:00,23.6,0.219,53.9,34.3,22.5
2020-03-27 01:00:00,23.4,0.231,51.7,32.6,21.9
2020-03-27 02:00:00,24.7,0.24832088254334905,51.8,34.5,20.8
2020-03-27 03:00:00,28.1,0.241,46.1,33.6,19.2
2020-03-27 04:00:00,31.3,0.235,41.3,32.3,22.2
2020-03-27 05:00:00,33.1,0.249,36.2,30.5,23.7
2020-03-27 06:00:00,30.2,0.245,39.7,34.6,23.2
2020-03-27 07:00:00,29.2,0.251,41.1,37.4,26.2
2020-03-27 08:00:00,24.9,0.249,46.8,40.4,27.8
